Year,Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,WPA,cWPA,OPP,,,,,,,
1938,Johnny Murphy,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Cubs,,,,,,,
1938,Monte Pearson,1,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,0.01,0.003,Cubs,,,,,,,
1938,Jake Powell,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Cubs,,,,,,,
1938,Red Rolfe,4,18,0,3,0,0,0,1,0,3,0.167,0.167,0.167,0.333,1,0,2,-0.05,-0.021,Cubs,,,,,,,
1938,Red Ruffing,2,6,1,1,0,0,0,1,1,0,0.167,0.286,0.167,0.452,0,0,0,-0.03,-0.026,Cubs,,,,,,,
1938,George Selkirk,3,10,0,2,0,0,0,1,2,1,0.2,0.333,0.2,0.533,0,0,0,0,0.004,Cubs,,,,,,,
1939,Frankie Crosetti,4,16,2,1,0,0,0,1,2,2,0.063,0.167,0.063,0.229,0,0,0,-0.15,-0.030,Reds,,,,,,,
1939,Babe Dahlgren,4,14,2,3,2,0,1,2,0,4,0.214,0.214,0.571,0.786,0,0,0,-0.02,0.030,Reds,,,,,,,
1939,Bill Dickey,4,15,2,4,0,0,2,5,1,2,0.267,0.313,0.667,0.979,0,0,0,0.43,0.082,Reds,,,,,,,
1939,Joe DiMaggio,4,16,3,5,0,0,1,3,1,1,0.313,0.353,0.5,0.853,0,0,0,0.48,0.070,Reds,,,,,,,
1939,Lefty Gomez,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.01,-0.003,Reds,,,,,,,
1939,Joe Gordon,4,14,1,2,0,0,0,1,0,2,0.143,0.143,0.143,0.286,0,0,0,0.01,-0.014,Reds,,,,,,,
1939,Bump Hadley,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.03,-0.008,Reds,,,,,,,
1939,Oral Hildebrand,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.01,-0.001,Reds,,,,,,,
1939,Charlie Keller,4,16,8,7,1,1,3,6,1,2,0.438,0.471,1.188,1.658,0,0,0,0.98,0.214,Reds,,,,,,,
1939,Johnny Murphy,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.17,-0.018,Reds,,,,,,,
1939,Monte Pearson,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.03,-0.008,Reds,,,,,,,
1939,Red Rolfe,4,16,2,2,0,0,0,0,0,0,0.125,0.125,0.125,0.25,0,0,1,-0.31,-0.069,Reds,,,,,,,
1939,Red Ruffing,1,3,0,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,-0.07,-0.020,Reds,,,,,,,
1939,George Selkirk,4,12,0,2,1,0,0,0,3,2,0.167,0.333,0.25,0.583,0,0,0,-0.15,-0.040,Reds,,,,,,,
1939,Steve Sundra,1,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,0.04,0.004,Reds,,,,,,,
1941,Tiny Bonham,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-0.09,-0.020,Bklyn Dodgers,,,,,,,
1941,Frenchy Bordagaray,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0.000,Bklyn Dodgers,,,,,,,
1941,Marv Breuer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.009,Bklyn Dodgers,,,,,,,
1941,Spud Chandler,1,2,0,1,0,0,0,1,0,0,0.5,0.5,0.5,1,0,0,0,0.03,0.009,Bklyn Dodgers,,,,,,,
1941,Bill Dickey,5,18,3,3,1,0,0,1,3,1,0.167,0.286,0.222,0.508,0,0,0,0.01,-0.017,Bklyn Dodgers,,,,,,,
1941,Joe DiMaggio,5,19,1,5,0,0,0,1,2,2,0.263,0.333,0.263,0.596,0,0,0,-0.01,0.024,Bklyn Dodgers,,,,,,,
1941,Atley Donald,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08,-0.033,Bklyn Dodgers,,,,,,,
1941,Joe Gordon,5,14,2,7,1,1,1,5,7,0,0.5,0.667,0.929,1.595,0,0,1,0.4,0.125,Bklyn Dodgers,,,,,,,
1941,Tommy Henrich,5,18,4,3,1,0,1,1,3,3,0.167,0.318,0.389,0.707,0,0,0,-0.11,-0.044,Bklyn Dodgers,,,,,,,
1941,Charlie Keller,5,18,5,7,2,0,0,5,3,1,0.389,0.476,0.5,0.976,0,0,0,0.85,0.313,Bklyn Dodgers,,,,,,,
1941,Johnny Murphy,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08,-0.029,Bklyn Dodgers,,,,,,,
1941,Phil Rizzuto,5,18,0,2,0,0,0,0,3,1,0.111,0.238,0.111,0.349,1,0,1,-0.42,-0.144,Bklyn Dodgers,,,,,,,
1941,Red Rolfe,5,20,2,6,0,0,0,0,2,1,0.3,0.364,0.3,0.664,0,1,0,-0.32,-0.098,Bklyn Dodgers,,,,,,,
1941,Buddy Rosar,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Bklyn Dodgers,,,,,,,
1941,Red Ruffing,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,-0.020,Bklyn Dodgers,,,,,,,
1941,Marius Russo,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.17,-0.059,Bklyn Dodgers,,,,,,,
1941,George Selkirk,2,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,,0.11,0.038,Bklyn Dodgers,,,,,,,
1941,Johnny Sturm,5,21,0,6,0,0,0,2,0,2,0.286,0.318,0.286,0.604,1,1,0,-0.21,-0.050,Bklyn Dodgers,,,,,,,
1942,Tiny Bonham,2,2,0,0,0,0,0,0,1,0,0,0.333,0,0.333,0,0,0,0.01,0.003,Cardinals,,,,,,,
1942,Hank Borowy,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.02,-0.007,Cardinals,,,,,,,
1942,Marv Breuer,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0.000,Cardinals,,,,,,,
1942,Spud Chandler,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.04,-0.017,Cardinals,,,,,,,
1942,Frankie Crosetti,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.11,-0.043,Cardinals,,,,,,,
1942,Roy Cullenbine,5,19,3,5,1,0,0,2,1,2,0.263,0.3,0.316,0.616,1,0,0,-0.21,-0.047,Cardinals,,,,,,,
1942,Bill Dickey,5,19,1,5,0,0,0,0,1,0,0.263,0.3,0.263,0.563,0,0,1,0.07,0.005,Cardinals,,,,,,,
1942,Joe DiMaggio,5,21,3,7,0,0,0,3,0,1,0.333,0.333,0.333,0.667,0,0,0,-0.1,-0.030,Cardinals,,,,,,,
1942,Atley Donald,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06,-0.019,Cardinals,,,,,,,
1942,Joe Gordon,5,21,1,2,1,0,0,0,0,7,0.095,0.095,0.143,0.238,0,0,0,-0.51,-0.149,Cardinals,,,,,,,
1942,Buddy Hassett,3,9,1,3,1,0,0,2,0,1,0.333,0.333,0.444,0.778,0,0,1,-0.07,-0.009,Cardinals,,,,,,,
1942,Charlie Keller,5,20,2,4,0,0,2,5,1,3,0.2,0.238,0.5,0.738,0,0,0,0.22,0.062,Cardinals,,,,,,,
1942,Jerry Priddy,3,10,0,1,1,0,0,1,1,0,0.1,0.182,0.2,0.382,0,0,1,-0.03,0.000,Cardinals,,,,,,,
1942,Phil Rizzuto,5,21,2,8,0,0,1,1,2,1,0.381,0.435,0.524,0.959,2,0,1,0.25,0.069,Cardinals,,,,,,,
1942,Red Rolfe,4,17,5,6,2,0,0,0,1,2,0.353,0.389,0.471,0.859,0,0,0,-0.12,-0.045,Cardinals,,,,,,,
1942,Buddy Rosar,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,,0.03,0.010,Cardinals,,,,,,,
1942,Red Ruffing,4,9,0,2,0,0,0,0,0,2,0.222,0.222,0.222,0.444,0,0,0,-0.26,-0.074,Cardinals,,,,,,,
1942,George Selkirk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.04,-0.009,Cardinals,,,,,,,
1942,Tuck Stainback,2,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0.000,Cardinals,,,,,,,
1942,Jim Turner,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Cardinals,,,,,,,
1943,Tiny Bonham,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.014,Cardinals,,,,,,,
1943,Hank Borowy,1,2,1,1,1,0,0,0,0,1,0.5,0.5,1,1.5,0,0,0,0.08,0.032,Cardinals,,,,,,,
1943,Spud Chandler,2,6,0,1,0,0,0,0,0,2,0.167,0.167,0.167,0.333,0,0,0,-0.1,-0.027,Cardinals,,,,,,,
1943,Frankie Crosetti,5,18,4,5,0,0,0,1,2,3,0.278,0.35,0.278,0.628,1,0,3,0.22,0.074,Cardinals,,,,,,,
1943,Bill Dickey,5,18,1,5,0,0,1,4,2,2,0.278,0.35,0.444,0.794,0,0,0,0.3,0.094,Cardinals,,,,,,,
1943,Nick Etten,5,19,0,2,0,0,0,2,1,2,0.105,0.15,0.105,0.255,0,0,1,-0.27,-0.103,Cardinals,,,,,,,
1943,Joe Gordon,5,17,2,4,1,0,1,2,3,3,0.235,0.35,0.471,0.821,0,0,0,-0.1,-0.043,Cardinals,,,,,,,
1943,Billy Johnson,5,20,3,6,1,1,0,3,0,3,0.3,0.3,0.45,0.75,0,0,1,0.37,0.122,Cardinals,,,,,,,
1943,Charlie Keller,5,18,3,4,0,1,0,2,2,5,0.222,0.3,0.333,0.633,1,0,0,-0.23,-0.067,Cardinals,,,,,,,
1943,Johnny Lindell,4,9,1,1,0,0,0,0,1,4,0.111,0.2,0.111,0.311,0,0,0,0.01,0.013,Cardinals,,,,,,,
1943,Bud Metheny,2,8,0,1,0,0,0,0,0,2,0.125,0.125,0.125,0.25,0,0,0,-0.02,-0.003,Cardinals,,,,,,,
1943,Johnny Murphy,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Cardinals,,,,,,,
1943,Marius Russo,1,3,1,2,2,0,0,0,1,1,0.667,0.75,1.333,2.083,0,0,0,0.15,0.062,Cardinals,,,,,,,
1943,Tuck Stainback,5,17,0,3,0,0,0,0,0,2,0.176,0.176,0.176,0.353,0,0,0,-0.3,-0.106,Cardinals,,,,,,,
1943,Snuffy Stirnweiss,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.063,Cardinals,,,,,,,
1943,Roy Weatherly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.02,-0.008,Cardinals,,,,,,,
1947,Yogi Berra,6,19,2,3,0,0,1,2,1,2,0.158,0.2,0.316,0.516,0,0,2,0.06,-0.039,Bklyn Dodgers,,,,,,,
1947,Bill Bevens,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.13,-0.085,Bklyn Dodgers,,,,,,,
1947,Bobby Brown,4,3,2,3,2,0,0,3,1,0,1,1,1.667,2.667,0,0,,0.41,0.253,Bklyn Dodgers,,,,,,,
1947,Spud Chandler,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Bklyn Dodgers,,,,,,,
1947,Allie Clark,3,2,1,1,0,0,0,1,1,0,0.5,0.667,0.5,1.167,0,0,0,0.11,0.093,Bklyn Dodgers,,,,,,,
1947,Joe DiMaggio,7,26,4,6,0,0,2,5,6,2,0.231,0.375,0.462,0.837,0,0,0,-0.23,-0.110,Bklyn Dodgers,,,,,,,
1947,Karl Drews,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.07,-0.034,Bklyn Dodgers,,,,,,,
1947,Lonny Frey,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,-0.1,-0.050,Bklyn Dodgers,,,,,,,
1947,Tommy Henrich,7,31,2,10,2,0,1,5,2,3,0.323,0.364,0.484,0.848,0,0,0,0.09,0.023,Bklyn Dodgers,,,,,,,
1947,Ralph Houk,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,,0.05,0.023,Bklyn Dodgers,,,,,,,
1947,Billy Johnson,7,26,8,7,0,3,0,2,3,4,0.269,0.367,0.5,0.867,0,0,0,-0.06,-0.020,Bklyn Dodgers,,,,,,,
1947,Johnny Lindell,6,18,3,9,3,1,0,7,5,2,0.5,0.625,0.778,1.403,0,0,0,0.61,0.203,Bklyn Dodgers,,,,,,,
1947,Sherm Lollar,2,4,3,3,2,0,0,1,0,0,0.75,0.75,1.25,2,0,0,0,0.11,0.043,Bklyn Dodgers,,,,,,,
1947,George McQuinn,7,23,3,3,0,0,0,1,5,8,0.13,0.286,0.13,0.416,0,0,1,-0.27,-0.115,Bklyn Dodgers,,,,,,,
1947,Bobo Newsom,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Bklyn Dodgers,,,,,,,
1947,Joe Page,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08,-0.046,Bklyn Dodgers,,,,,,,
1947,Jack Phillips,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.014,Bklyn Dodgers,,,,,,,
1947,Vic Raschi,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Bklyn Dodgers,,,,,,,
1947,Allie Reynolds,2,4,2,2,0,0,0,1,0,0,0.5,0.5,0.5,1,0,0,0,-0.07,-0.021,Bklyn Dodgers,,,,,,,
1947,Phil Rizzuto,7,26,3,8,1,0,0,2,4,0,0.308,0.4,0.346,0.746,2,1,0,-0.01,0.121,Bklyn Dodgers,,,,,,,
1947,Aaron Robinson,3,10,2,2,0,0,0,1,2,1,0.2,0.333,0.2,0.533,0,0,1,-0.03,-0.033,Bklyn Dodgers,,,,,,,
1947,Spec Shea,3,5,0,2,1,0,0,1,0,2,0.4,0.4,0.6,1,0,0,0,0.12,0.066,Bklyn Dodgers,,,,,,,
1947,Snuffy Stirnweiss,7,27,3,7,0,1,0,3,8,8,0.259,0.429,0.333,0.762,0,0,0,-0.07,-0.013,Bklyn Dodgers,,,,,,,
1947,Butch Wensloff,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Bklyn Dodgers,,,,,,,
1949,Hank Bauer,3,6,0,1,0,0,0,0,0,0,0.167,0.167,0.167,0.333,0,0,0,-0.23,-0.077,Bklyn Dodgers,,,,,,,
1949,Yogi Berra,4,16,2,1,0,0,0,1,1,3,0.063,0.118,0.063,0.18,0,0,0,-0.29,-0.093,Bklyn Dodgers,,,,,,,
1949,Bobby Brown,4,12,4,6,1,2,0,5,2,2,0.5,0.571,0.917,1.488,0,0,0,0.11,0.030,Bklyn Dodgers,,,,,,,
1949,Tommy Byrne,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0.07,0.029,Bklyn Dodgers,,,,,,,
1949,Jerry Coleman,5,20,0,5,3,0,0,4,0,4,0.25,0.25,0.4,0.65,0,0,1,-0.09,-0.051,Bklyn Dodgers,,,,,,,
1949,Joe DiMaggio,5,18,2,2,0,0,1,2,3,5,0.111,0.238,0.278,0.516,0,0,0,-0.17,-0.060,Bklyn Dodgers,,,,,,,
1949,Tommy Henrich,5,19,4,5,0,0,1,1,3,0,0.263,0.364,0.421,0.785,0,0,0,0.09,0.023,Bklyn Dodgers,,,,,,,
1949,Billy Johnson,2,7,0,1,0,0,0,0,0,2,0.143,0.143,0.143,0.286,1,0,0,-0.2,-0.064,Bklyn Dodgers,,,,,,,
1949,Johnny Lindell,2,7,0,1,0,0,0,0,0,2,0.143,0.143,0.143,0.286,0,0,1,-0.22,-0.075,Bklyn Dodgers,,,,,,,
1949,Eddie Lopat,1,3,0,1,1,0,0,1,0,0,0.333,0.333,0.667,1,0,0,0,0.07,0.030,Bklyn Dodgers,,,,,,,
1949,Cliff Mapes,4,10,3,1,1,0,0,2,2,4,0.1,0.25,0.2,0.45,0,0,1,0.04,0.033,Bklyn Dodgers,,,,,,,
1949,Johnny Mize,2,2,0,2,0,0,0,2,0,0,1,1,1,2,0,0,,0.49,0.193,Bklyn Dodgers,,,,,,,
1949,Gus Niarhos,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Bklyn Dodgers,,,,,,,
1949,Joe Page,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.07,-0.024,Bklyn Dodgers,,,,,,,
1949,Vic Raschi,2,5,0,1,0,0,0,1,1,1,0.2,0.333,0.2,0.533,0,0,0,-0.01,-0.011,Bklyn Dodgers,,,,,,,
1949,Allie Reynolds,2,4,0,2,1,0,0,0,0,1,0.5,0.5,0.75,1.25,0,0,0,0.02,0.004,Bklyn Dodgers,,,,,,,
1949,Phil Rizzuto,5,18,2,3,0,0,0,1,3,1,0.167,0.286,0.167,0.452,1,0,0,-0.12,-0.039,Bklyn Dodgers,,,,,,,
1949,Charlie Silvera,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,-0.026,Bklyn Dodgers,,,,,,,
1949,Snuffy Stirnweiss,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0.000,Bklyn Dodgers,,,,,,,
1949,Gene Woodling,3,10,4,4,3,0,0,0,3,0,0.4,0.538,0.7,1.238,0,0,0,0.02,0.005,Bklyn Dodgers,,,,,,,
1950,Hank Bauer,4,15,0,2,0,0,0,1,0,0,0.133,0.133,0.133,0.267,0,0,0,-0.18,-0.045,Phillies,,,,,,,
1950,Yogi Berra,4,15,2,3,0,0,1,2,2,1,0.2,0.294,0.4,0.694,0,0,0,-0.07,-0.055,Phillies,,,,,,,
1950,Bobby Brown,4,12,2,4,1,1,0,1,0,0,0.333,0.333,0.583,0.917,0,0,1,0.32,0.085,Phillies,,,,,,,
1950,Jerry Coleman,4,14,2,4,1,0,0,3,2,0,0.286,0.375,0.357,0.732,0,0,0,0.36,0.081,Phillies,,,,,,,
1950,Joe Collins,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Phillies,,,,,,,
1950,Joe DiMaggio,4,13,2,4,1,0,1,2,3,1,0.308,0.471,0.615,1.086,0,0,0,0.25,0.073,Phillies,,,,,,,
1950,Tom Ferrick,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Phillies,,,,,,,
1950,Whitey Ford,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.02,-0.003,Phillies,,,,,,,
1950,Johnny Hopp,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.004,Phillies,,,,,,,
1950,Jackie Jensen,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0.000,Phillies,,,,,,,
1950,Billy Johnson,4,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.15,-0.038,Phillies,,,,,,,
1950,Eddie Lopat,1,2,0,1,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,-0.01,-0.001,Phillies,,,,,,,
1950,Cliff Mapes,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.12,-0.028,Phillies,,,,,,,
1950,Johnny Mize,4,15,0,2,0,0,0,0,0,1,0.133,0.133,0.133,0.267,0,0,0,-0.52,-0.139,Phillies,,,,,,,
1950,Vic Raschi,1,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,0.04,0.015,Phillies,,,,,,,
1950,Allie Reynolds,2,3,0,1,0,0,0,0,1,2,0.333,0.5,0.333,0.833,0,0,0,-0.11,-0.031,Phillies,,,,,,,
1950,Phil Rizzuto,4,14,1,2,0,0,0,0,3,0,0.143,0.294,0.143,0.437,1,0,0,-0.15,-0.044,Phillies,,,,,,,
1950,Gene Woodling,4,14,2,6,0,0,0,1,2,0,0.429,0.5,0.429,0.929,0,1,1,0.06,0.021,Phillies,,,,,,,
1951,Hank Bauer,6,18,0,3,0,1,0,3,1,1,0.167,0.211,0.278,0.488,0,0,0,0.05,0.038,NY Giants,,,,,,,
1951,Yogi Berra,6,23,4,6,1,0,0,0,2,1,0.261,0.32,0.304,0.624,0,0,1,0.05,0.038,NY Giants,,,,,,,
1951,Bobby Brown,5,14,1,5,1,0,0,0,2,1,0.357,0.438,0.429,0.866,0,0,0,-0.09,-0.034,NY Giants,,,,,,,
1951,Jerry Coleman,5,8,2,2,0,0,0,0,1,2,0.25,0.333,0.25,0.583,0,0,0,0.05,0.015,NY Giants,,,,,,,
1951,Joe Collins,6,18,2,4,0,0,1,3,2,1,0.222,0.3,0.389,0.689,0,0,0,0.02,-0.001,NY Giants,,,,,,,
1951,Joe DiMaggio,6,23,3,6,2,0,1,5,2,4,0.261,0.32,0.478,0.798,0,0,0,-0.01,0.029,NY Giants,,,,,,,
1951,Bobby Hogue,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,NY Giants,,,,,,,
1951,Johnny Hopp,1,0,0,0,0,0,0,0,1,0,,1,,,0,0,,0,0.001,NY Giants,,,,,,,
1951,Bob Kuzava,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,NY Giants,,,,,,,
1951,Eddie Lopat,2,8,0,1,0,0,0,1,0,2,0.125,0.125,0.125,0.25,0,0,0,0.01,-0.006,NY Giants,,,,,,,
1951,Mickey Mantle,2,5,1,1,0,0,0,0,2,1,0.2,0.429,0.2,0.629,0,0,0,0.08,0.025,NY Giants,,,,,,,
1951,Billy Martin,1,0,1,0,0,0,0,0,0,0,,,,,0,0,,0,0.000,NY Giants,,,,,,,
1951,Gil McDougald,6,23,2,6,1,0,1,7,2,2,0.261,0.32,0.435,0.755,0,1,1,0.34,0.172,NY Giants,,,,,,,
1951,Johnny Mize,4,7,2,2,1,0,0,1,2,0,0.286,0.444,0.429,0.873,0,0,0,-0.04,-0.013,NY Giants,,,,,,,
1951,Tom Morgan,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,NY Giants,,,,,,,
1951,Joe Ostrowski,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,NY Giants,,,,,,,
1951,Vic Raschi,2,2,0,0,0,0,0,0,2,1,0,0.5,0,0.5,0,0,0,-0.05,-0.014,NY Giants,,,,,,,
1951,Allie Reynolds,2,6,0,2,0,0,0,1,0,1,0.333,0.333,0.333,0.667,0,0,0,-0.01,-0.001,NY Giants,,,,,,,
1951,Phil Rizzuto,6,25,5,8,0,0,1,3,2,3,0.32,0.393,0.44,0.833,0,1,1,-0.1,-0.028,NY Giants,,,,,,,
1951,Johnny Sain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.002,NY Giants,,,,,,,
